YEAR,MAKE,MODEL,TRIM,BODY,TRANSMISSION,VIN,STATE,CONDITION,COLOR,INTERIOR,SELLER,MMR,SELLINGPRICE,SALEDATE,SALE_DATE,PROFIT,ODOMETER
2011,Nissan,Rogue,S,suv,automatic,jn8as5mv4bw261122,il,49,gray,gray,bank of america,13300,15700,2015-06-11T03:00:00-07:00,00:00.0,2400,15555
2011,Nissan,Sentra,2.0 SR,sedan,automatic,3n1ab6ap4bl659964,nc,25,blue,gray,santander consumer,7925,8500,2015-06-08T02:30:00-07:00,30:00.0,575,56434
2011,Toyota,4Runner,SR5,suv,automatic,jtebu5jr3b5037715,fl,43,white,black,auto sails inc,19400,24200,2015-06-09T09:00:00-07:00,00:00.0,4800,206420
2011,Ram,2500,SLT,crew cab,automatic,3d7tt2ct1bg597296,ut,19,white,beige,excell auto center,17850,18500,2015-06-03T04:30:00-07:00,30:00.0,650,77970
2011,Toyota,Camry,Base,sedan,automatic,4t1bf3ek5bu730223,ga,34,black,gray,cameron motor sports,9600,10200,2015-06-04T03:00:00-07:00,00:00.0,600,61331
2011,Toyota,4Runner,SR5,suv,automatic,jtebu5jr2b5050911,fl,25,red,beige,auto sails inc,19400,19700,2015-06-09T09:00:00-07:00,00:00.0,300,200594
2011,Saab,3-Sep,2.0T,sedan,automatic,ys3fa4cy9b1303011,va,31,blue,gray,gm financial,6525,7000,2015-06-10T02:30:00-07:00,30:00.0,475,89259
2011,Toyota,Camry,LE,sedan,automatic,4t4bf3ekxbr128102,mn,19,silver,gray,inver grove toyota,9800,9800,2015-06-10T03:30:00-07:00,30:00.0,0,68238
2011,Toyota,Tacoma,V6,double cab,automatic,3tmlu4en8bm070178,wa,47,gray,gray,heartland toyota scion,24700,27500,2015-06-03T06:10:00-07:00,10:00.0,2800,29742
2011,Volkswagen,Jetta,Base,sedan,,3vw2k7aj8bm076601,on,23,black,black,vw credit canada  inc,7575,7600,2015-06-09T03:00:00-07:00,00:00.0,25,99860
2011,Volkswagen,Tiguan,SE,suv,automatic,wvgav7ax4bw511698,ca,26,white,beige,capistrano volkswagen,10450,12500,2015-06-17T05:15:00-07:00,15:00.0,2050,68878
2011,Volkswagen,Jetta,SE,sedan,,3vwdx7aj2bm360252,on,4,silver,black,vw credit canada  inc,8150,9800,2015-06-09T03:00:00-07:00,00:00.0,1650,59846
2011,Toyota,Sienna,XLE 8-Passenger,minivan,automatic,5tdyk3dcxbs100643,nj,47,gray,gray,highline motor cars corp,17850,19000,2015-06-03T02:30:00-07:00,30:00.0,1150,83086
2011,Toyota,RAV4,Limited,suv,automatic,2t3df4dv1bw151232,wa,43,black,gray,toyota of renton,18250,20900,2015-06-03T06:20:00-07:00,20:00.0,2650,29668
2011,Volkswagen,Jetta,SE,sedan,,3vwdx7aj0bm362484,on,48,gray,black,vw credit canada  inc,9025,11400,2015-06-09T03:00:00-07:00,00:00.0,2375,43908
2011,Volkswagen,Jetta,Base,sedan,,3vw2k7aj3bm080751,on,29,beige,black,vw credit canada  inc,8650,8800,2015-06-09T03:00:00-07:00,00:00.0,150,65110
2011,Toyota,Tacoma,V6,double cab,automatic,3tmlu4enxbm063670,ca,25,gray,gray,marin auto group,21300,24750,2015-06-03T05:30:00-07:00,30:00.0,3450,71988
2011,Volkswagen,Jetta,SE,sedan,,3vwdx7aj2bm310208,on,47,silver,black,vw credit canada  inc,13400,13400,2015-06-09T03:00:00-07:00,00:00.0,0,36248
2011,Volkswagen,Jetta,TDI,sedan,,3vwll7aj0bm084791,on,34,gray,black,vw credit canada  inc,12300,13400,2015-06-09T03:00:00-07:00,00:00.0,1100,104889
2011,,,,,,3vwdk7aj1bm337981,on,44,black,beige,vw credit canada  inc,10550,11800,2015-06-09T03:00:00-07:00,00:00.0,1250,33748
2011,Volkswagen,Jetta,TDI,sedan,,3vwll7aj9bm059274,on,23,black,black,vw credit canada  inc,11600,12600,2015-06-09T03:00:00-07:00,00:00.0,1000,117196
2011,Volkswagen,Jetta,SE,sedan,,3vwdx7aj6bm061766,on,35,gray,black,vw credit canada  inc,9500,10800,2015-06-09T03:00:00-07:00,00:00.0,1300,35224
2011,Toyota,RAV4,Sport,suv,automatic,jtmrk4dv5b5105993,wa,38,gray,black,toyota of renton,15500,18900,2015-06-03T06:20:00-07:00,20:00.0,3400,24105
2010,Cadillac,SRX,Premium,suv,automatic,3gyfnke49as628825,wa,44,white,tan,hinton chevrolet buick inc,21900,23700,2015-06-03T05:30:00-07:00,30:00.0,1800,58402
2010,BMW,5 Series,528i,sedan,automatic,wbanu5c5xac363885,ca,35,black,black,audi of chandler,16950,17250,2015-06-04T05:30:00-07:00,30:00.0,300,43469
2010,Chevrolet,Silverado 1500,LT,crew cab,automatic,3gcrcse07ag237777,tx,43,white,gray,pro financial inc,20500,22400,2015-06-03T03:20:00-07:00,20:00.0,1900,58216
2010,Chevrolet,Silverado 1500,Work Truck,regular cab,automatic,1gcpkpex5az297447,tn,42,white,black,wholesale inc # 2,10250,12700,2015-06-03T03:30:00-07:00,30:00.0,2450,78517
2010,Chevrolet,Silverado 1500,LT,crew cab,automatic,3gcrcse33ag172906,ms,34,red,gray,don's wholesale llc,17200,17200,2015-06-11T03:15:00-07:00,15:00.0,0,96557
2010,,,,,automatic,1g4gk5gg4af209003,wa,43,black,black,quality auto center,14400,15400,2015-06-03T06:20:00-07:00,20:00.0,1000,40760
2010,Chevrolet,Equinox,LTZ,suv,automatic,2cnflfey0a6319678,va,39,black,black,gm financial,13750,14300,2015-06-10T02:30:00-07:00,30:00.0,550,47552
2010,Chevrolet,Corvette,Base,convertible,automatic,1g1yg3dw4a5102574,mo,41,blue,black,hendrick chevrolet shawnee mission,32000,32600,2015-06-03T03:30:00-07:00,30:00.0,600,46778
2010,Chevrolet,Tahoe,LT,suv,automatic,1gnukbe05ar270619,mo,39,black,beige,baxter chrysler jeep dodge,22600,25000,2015-06-03T03:30:00-07:00,30:00.0,2400,65081
2014,Audi,S8,quattro,sedan,automatic,waud2afd3en003199,fl,49,gray,brown,the collection,81000,81200,2015-06-04T02:15:00-07:00,15:00.0,200,18734
2014,BMW,3 Series,320i,sedan,automatic,wba3b1c58ep679645,nv,43,black,black,financial services remarketing (lease),21500,21750,2015-06-11T07:30:00-07:00,30:00.0,250,21649
2014,BMW,3 Series,320i,sedan,automatic,wba3b1g55ens79693,nv,44,black,black,financial services remarketing (repos),23500,24500,2015-06-11T07:30:00-07:00,30:00.0,1000,6798
2014,Audi,RS 7,Prestige quattro,sedan,automatic,wuaw2bfc6en902943,ca,47,white,black,chapman performance autos llc,104000,104000,2015-06-18T05:30:00-07:00,30:00.0,0,1998
2014,Audi,Q5,TDI Premium Plus quattro,suv,automatic,wa1cmafp9ea101559,ca,44,gray,gray,land rover las vegas,41800,44250,2015-06-04T05:30:00-07:00,30:00.0,2450,8392
2014,Buick,Enclave,Convenience Group,SUV,automatic,5gakrakd6ej198719,tn,48,white,gray,wholesale inc # 2,26200,27750,2015-06-03T03:30:00-07:00,30:00.0,1550,15960
2014,BMW,5 Series,550i,sedan,automatic,wbakn9c56ed680683,nv,42,black,black,las vegas motorcars llc,46700,49000,2015-06-05T05:00:00-07:00,00:00.0,2300,17362
2014,BMW,6 Series,650i,convertible,automatic,wbayp9c55ed169017,nv,43,â€”,black,financial services remarketing (lease),55900,59750,2015-06-11T07:30:00-07:00,30:00.0,3850,26731
2010,Dodge,Avenger,SXT,sedan,automatic,1b3cc4fb1an126393,wa,44,silver,gray,xcar inc,7125,8300,2015-06-03T05:30:00-07:00,30:00.0,1175,60908
2010,Dodge,Charger,SXT Fleet,sedan,automatic,2b3ca3cv2ah192491,ca,35,blue,black,san diego sports cars,11500,12700,2015-06-03T05:15:00-07:00,15:00.0,1200,48338
2010,Ford,F-150,XLT,supercrew,automatic,1ftew1e87afa72241,tn,44,blue,gray,wholesale inc # 2,16850,20300,2015-06-03T03:30:00-07:00,30:00.0,3450,82589
2010,Ford,F-150,FX2,supercrew,automatic,1ftfw1cv6ake58959,tx,35,red,black,hopper motorplex inc,17050,17700,2015-06-03T03:15:00-07:00,15:00.0,650,89482
2010,Ford,F-150,XLT,supercab,automatic,1ftex1e84afa34740,tn,39,silver,tan,wholesale inc # 2,19500,20250,2015-06-03T03:30:00-07:00,30:00.0,750,38445
2010,Ford,F-150,XL,supercab,automatic,1ftex1ew4afb11198,wa,29,white,beige,mobilease,14350,14900,2015-06-03T07:15:00-07:00,15:00.0,550,58069
2010,Ford,Ranger,XLT,supercab,automatic,1ftkr1edxapa16134,ca,41,gray,black,skyhigh remarketing inc,10600,13900,2015-06-03T05:00:00-07:00,00:00.0,3300,63395
2010,Ford,Mustang,V6,coupe,automatic,1zvbp8anxa5150292,fl,24,gray,gray,hertz remarketing,10700,11100,2015-06-04T02:35:00-07:00,35:00.0,400,73915
2010,Ford,Mustang,GT Premium,coupe,manual,1zvbp8ch3a5148990,tx,39,blue,beige,music city autoplex llc,19050,21500,2015-07-08T07:20:00-07:00,20:00.0,2450,20888
2010,GMC,Acadia,SLE,suv,automatic,1gklrled1aj105145,nj,38,black,black,kerbeck cadillac pontiac inc,10150,11400,2015-06-03T02:30:00-07:00,30:00.0,1250,116462
2010,Ford,Mustang,V6,coupe,automatic,1zvbp8an4a5133195,fl,36,red,black,hertz remarketing,11000,11800,2015-06-04T02:35:00-07:00,35:00.0,800,72900
2010,Honda,Civic,LX,coupe,automatic,2hgfg1b6xah538359,ca,26,black,gray,j m auto imports corp,6175,6200,2015-06-03T05:30:00-07:00,30:00.0,25,124254
2010,Honda,Civic,EX,coupe,automatic,2hgfg1b85ah512897,tx,27,black,black,westlake financial services,7750,8700,2015-06-09T03:30:00-07:00,30:00.0,950,98793
2010,Hyundai,Elantra,GLS,sedan,automatic,kmhdu4ad0au012329,nc,25,black,tan,santander consumer,3525,3800,2015-06-08T02:30:00-07:00,30:00.0,275,133517
2010,Hyundai,Elantra,GLS,sedan,automatic,kmhdu4ad2au079465,tx,23,black,gray,westlake financial services,4800,5000,2015-06-09T03:30:00-07:00,30:00.0,200,103357
2010,Kia,Rio,LX,sedan,automatic,knadh4a30a6635418,nc,25,blue,black,santander consumer,3900,4800,2015-06-08T02:30:00-07:00,30:00.0,900,98326
2010,Lexus,HS 250h,Base,sedan,automatic,jthbb1ba8a2011282,ca,3,black,black,desert european motorcars,17550,17750,2015-06-03T05:15:00-07:00,15:00.0,200,28422
2010,Nissan,Altima,2.5 S,coupe,automatic,1n4al2ep5ac155825,nc,36,burgundy,gray,santander consumer,9075,10500,2015-06-08T02:30:00-07:00,30:00.0,1425,74052
2010,Mercury,Mariner,Base,suv,automatic,4m2cn8bg8akj00032,va,34,gold,tan,gm financial,8475,11900,2015-06-10T02:30:00-07:00,30:00.0,3425,49014
2010,Mercedes-Benz,GL-Class,GL350 BlueTEC,suv,automatic,4jgbf2fe0aa583893,ca,46,gray,black,apexcars net,26500,27000,2015-06-03T05:30:00-07:00,30:00.0,500,67970
2010,Nissan,Sentra,2.0 SL,sedan,,3n1ab6ap0al617905,nc,35,red,gray,santander consumer,4675,6000,2015-06-08T02:30:00-07:00,30:00.0,1325,119781
2010,Nissan,Xterra,X,suv,,5n1an0nu5ac515265,va,29,red,gray,gm financial,10450,10500,2015-06-10T02:30:00-07:00,30:00.0,50,89468
2010,Nissan,Titan,SE,crew cab,automatic,1n6ba0ed7an308057,tx,29,blue,black,wichita falls ford lin inc,17250,17300,2015-06-03T03:00:00-07:00,00:00.0,50,52665
2010,Nissan,370Z,Touring,convertible,,jn1az4fh9am300535,ca,43,silver,black,mercedes benz of ontario,17450,19000,2015-06-03T05:15:00-07:00,15:00.0,1550,65266
2010,Toyota,Camry,LE,sedan,automatic,4t1bf3ek5au111829,nc,35,gray,gray,santander consumer,9200,10100,2015-06-08T02:30:00-07:00,30:00.0,900,72602
2010,Scion,xB,Base,wagon,manual,jtlze4fe4a1110262,nc,43,blue,gray,santander consumer,8525,10500,2015-06-08T02:30:00-07:00,30:00.0,1975,25664
2010,Volkswagen,Tiguan,SEL,suv,automatic,wvgav7ax6aw508221,tx,37,white,tan,music city autoplex llc,13550,14600,2015-06-03T03:20:00-07:00,20:00.0,1050,61036
2009,Acura,MDX,Base,suv,automatic,2hnyd28699h504142,wi,48,silver,gray,acura libertyville,20600,21000,2015-06-10T03:00:00-07:00,00:00.0,400,64960
2009,Audi,A4,2.0T Premium quattro,sedan,automatic,waulf78kx9n013992,wa,34,black,tan,robert larson's hyundai,12550,14600,2015-06-03T07:10:00-07:00,10:00.0,2050,67832
2009,BMW,3 Series,335i,sedan,automatic,wbapm73549a366776,az,38,black,black,moore automotive group,12000,12000,2015-06-04T05:00:00-07:00,00:00.0,0,94475
2009,Chevrolet,Suburban,1500 LT1,suv,automatic,1gnfc260x9r251175,ca,31,white,gray,mercedes benz of laguna niguel,16700,18000,2015-06-03T05:30:00-07:00,30:00.0,1300,85850
2009,Chrysler,Sebring,Touring Fleet,sedan,automatic,1c3lc56b29n554509,fl,29,white,â€”,courtesy kia of brandon,4225,5000,2015-06-04T09:20:00-07:00,20:00.0,775,107006
2009,Dodge,Ram Pickup 3500,Laramie,quad cab,manual,3d7mx48l09g521415,tx,35,white,gray,fairway ford henderson,15550,16600,2015-06-03T03:00:00-07:00,00:00.0,1050,186519
2009,Dodge,Charger,RT,sedan,automatic,2b3ka53t29h623087,ca,26,black,black,high bid trading co inc,12250,12500,2015-06-03T05:15:00-07:00,15:00.0,250,100663
2014,Chevrolet,Silverado 1500,LT,crew cab,automatic,3gcukreh6eg394072,sc,45,white,black,baileys truck & auto sales,27800,29000,2015-06-11T03:00:00-07:00,00:00.0,1200,17302
2014,Chevrolet,Silverado 1500,LT,crew cab,automatic,3gcpcreh8eg495544,tx,48,white,black,brunson auto sales,27700,28200,2015-06-03T03:20:00-07:00,20:00.0,500,8388
2009,Honda,Civic,LX,sedan,automatic,19xfa16539e047012,ca,25,silver,gray,sullivan luxury cars llc,9025,9300,2015-06-03T05:30:00-07:00,30:00.0,275,42421
2009,Ford,Explorer,Eddie Bauer,suv,automatic,1fmeu64e89ua40895,tx,43,red,tan,fairway ford henderson,7625,9000,2015-06-03T03:00:00-07:00,00:00.0,1375,111658
2009,Ford,F-150,FX4,supercrew,automatic,1ftpw14v69fa15394,tx,34,silver,black,brunson auto sales,15700,17800,2015-06-03T03:20:00-07:00,20:00.0,2100,121859
2009,GMC,Acadia,SLT-1,suv,automatic,1gkev23dx9j111961,ut,33,green,gray,auto focus inc,12500,15500,2015-06-03T04:30:00-07:00,30:00.0,3000,94772
2009,Ford,Focus,SE,sedan,,1fahp35n99w223156,tx,28,blue,gray,westlake financial services,4150,6000,2015-06-09T03:30:00-07:00,30:00.0,1850,126137
2009,Hyundai,Accent,GLS,sedan,automatic,kmhcn46c39u366656,ca,23,black,beige,dublin hyundai,2775,3600,2015-06-03T05:30:00-07:00,30:00.0,825,113564
2009,Infiniti,FX35,Base,suv,automatic,jnras18wx9m156226,il,24,black,brown,bank of america,16850,18000,2015-06-11T03:00:00-07:00,00:00.0,1150,102625
2009,Hyundai,Accent,GLS,sedan,automatic,kmhcn46c89u331322,wa,39,blue,gray,robert larson's hyundai,4900,6300,2015-06-03T07:10:00-07:00,10:00.0,1400,55391
2009,Jaguar,XK,Base,coupe,automatic,sajwa43b895b31144,ca,29,black,black,smith volvo inc,14150,16000,2015-06-03T05:15:00-07:00,15:00.0,1850,93010
2009,Hyundai,Elantra Touring,Base,hatchback,automatic,kmhdc86e49u031912,mo,35,red,black,car city llc,5650,6700,2015-06-03T03:30:00-07:00,30:00.0,1050,96772
2009,,,,,automatic,1j4gz391x9l717870,tn,41,red,gray,wholesale inc # 2,16400,17000,2015-06-03T03:30:00-07:00,30:00.0,600,86317
2009,Mercedes-Benz,GL-Class,GL450,suv,automatic,4jgbf71e79a505871,ca,45,black,tan,mercedes benz of ontario,17350,19200,2015-06-03T05:15:00-07:00,15:00.0,1850,104696
2009,Mitsubishi,Galant,ES,sedan,automatic,4a3ab36f49e034127,ca,28,silver,gray,b & j car company,5575,7300,2015-06-03T05:30:00-07:00,30:00.0,1725,76874
2009,Maserati,GranTurismo,Base,coupe,automatic,zamgj45ax90042298,ca,42,blue,gray,phillips auto brokerage,47400,48000,2015-06-04T05:30:00-07:00,30:00.0,600,31348
2009,Nissan,Maxima,3.5 SV,sedan,automatic,1n4aa51ex9c822072,tx,25,silver,black,westlake financial services,8350,9400,2015-06-09T03:30:00-07:00,30:00.0,1050,130543
2009,Nissan,Murano,SL,suv,automatic,jn8az18u89w006246,tx,37,gray,black,westlake financial services,8000,9200,2015-06-09T03:30:00-07:00,30:00.0,1200,132751
2009,Toyota,Camry,LE,sedan,automatic,4t1be46k99u411473,nc,28,silver,gray,santander consumer,8075,8800,2015-06-08T02:30:00-07:00,30:00.0,725,79186
2009,Toyota,Camry Hybrid,Base,sedan,automatic,4t1bb46k79u086685,tx,27,green,beige,wichita falls ford lin inc,8400,9000,2015-06-03T03:00:00-07:00,00:00.0,600,91728
2009,Toyota,Corolla,LE,sedan,automatic,jtdbl40e59j006516,ca,38,black,beige,national fleet wholesale inc,6550,7750,2015-06-03T05:00:00-07:00,00:00.0,1200,106672
2009,Toyota,Prius,Base,hatchback,automatic,jtdkb20ux97862924,ca,33,green,gray,south coast toyota,5975,7000,2015-06-03T05:30:00-07:00,30:00.0,1025,121891
2009,Toyota,Camry,LE,sedan,automatic,4t1be46k49u826121,nc,28,gold,beige,santander consumer,7650,8500,2015-06-08T02:30:00-07:00,30:00.0,850,93473
2008,BMW,1 Series,135i,coupe,automatic,wbauc73518vf25124,ca,39,silver,black,mercedes benz of ontario,13650,15000,2015-06-03T05:15:00-07:00,15:00.0,1350,71647
2009,Volkswagen,Jetta,SE,sedan,automatic,3vwrm71k99m150099,az,34,gray,black,a l financial corporation,6775,7000,2015-06-04T05:00:00-07:00,00:00.0,225,67309
2008,BMW,3 Series,328i,convertible,automatic,wbawr33558p152770,fl,43,black,black,the collection,17050,17500,2015-06-04T02:15:00-07:00,15:00.0,450,42856
2008,Acura,MDX,Base,suv,automatic,2hnyd28308h534960,ca,38,gray,black,allen cadillac gmc,14700,15500,2015-06-03T05:15:00-07:00,15:00.0,800,100017
2008,BMW,3 Series,335i,coupe,manual,wbawb73578p155925,ca,28,white,brown,lexus of chandler,14200,17250,2015-06-04T05:30:00-07:00,30:00.0,3050,69847
2008,Audi,A6,3.2,sedan,automatic,wauah74f28n106515,ca,37,white,beige,culver city honda,10550,12000,2015-06-03T05:30:00-07:00,30:00.0,1450,85707
2008,Chevrolet,Silverado 1500,Work Truck,crew cab,automatic,3gcek13j58g283853,tx,32,black,black,david mcdavid ford ft.worth,16150,20000,2015-06-03T03:20:00-07:00,20:00.0,3850,100168
2008,BMW,X3,3.0si,suv,automatic,wbxpc93448wj22915,ca,33,gray,gray,high bid trading co inc,11300,13000,2015-06-03T05:15:00-07:00,15:00.0,1700,86749
2008,Chevrolet,Silverado 1500,LS,extended cab,automatic,2gcek19j181192191,wa,5,blue,gray,inland northwest financial services,20200,24000,2015-06-03T05:30:00-07:00,30:00.0,3800,4990
2008,BMW,M3,Base,convertible,manual,wbswl93548pl89816,ca,44,black,black,ecars,27100,29500,2015-06-04T05:30:00-07:00,30:00.0,2400,68030
2008,Buick,Enclave,CXL,suv,automatic,5gaer23788j237830,ca,34,silver,gray,allen cadillac gmc,12650,13800,2015-06-03T05:15:00-07:00,15:00.0,1150,89584
2008,Chevrolet,Silverado 1500,Work Truck,crew cab,automatic,2gcec13c581172436,tx,2,red,red,westlake financial services,8525,9500,2015-06-09T03:30:00-07:00,30:00.0,975,166424
2008,Cadillac,Escalade,Base,suv,automatic,1gyfk63838r123043,tn,41,blue,black,wholesale inc # 2,22000,22000,2015-06-03T03:30:00-07:00,30:00.0,0,93000
2008,BMW,7 Series,750Li,sedan,automatic,wbahn83538dt86618,fl,31,black,beige,coggin bmw treasure coast,14000,15400,2015-06-04T09:50:00-07:00,50:00.0,1400,82902
2008,Chevrolet,Silverado 1500,LS,crew cab,automatic,3gcec13c68g278725,tx,19,black,black,wichita falls ford lin inc,12650,12900,2015-06-03T03:00:00-07:00,00:00.0,250,110198
2008,BMW,X5,4.8i,suv,automatic,5uxfe83578l160211,ca,38,gray,gray,allen cadillac gmc,14150,15800,2015-06-03T05:15:00-07:00,15:00.0,1650,91918
2008,Chevrolet,Silverado 2500HD,LTZ,crew cab,automatic,1gchk23k18f220195,ut,32,burgundy,black,excell auto center,24900,26600,2015-06-03T04:10:00-07:00,10:00.0,1700,45438
2008,Dodge,Charger,SRT-8,sedan,automatic,2b3la73w38h164046,nc,36,blue,black,santander consumer,19950,20900,2015-06-08T02:30:00-07:00,30:00.0,950,56884
2008,Chrysler,300,Touring,sedan,automatic,2c3la53gx8h224937,fl,37,white,gray,remarketing by ge/peoples credit union,6700,6800,2015-06-05T02:15:00-07:00,15:00.0,100,105014
2008,Chrysler,Sebring,LX,convertible,automatic,1c3lc45k98n614974,tx,35,gray,gray,wichita falls ford lin inc,5400,5500,2015-06-03T03:00:00-07:00,00:00.0,100,75220
2008,Dodge,Grand Caravan,SE,minivan,automatic,1d8hn44h88b192359,nv,34,red,gray,hertz remarketing,5300,5600,2015-06-04T05:00:00-07:00,00:00.0,300,108026
2008,Chrysler,Town and Country,Touring,minivan,automatic,2a8hr54p88r749345,ca,37,silver,gray,hoehn honda,8050,9100,2015-06-03T05:30:00-07:00,30:00.0,1050,83088
2008,Ford,F-350 Super Duty,FX4,crew cab,automatic,1ftww31r78ed79021,tx,24,black,black,hopper motorplex inc,21600,23500,2015-06-03T03:15:00-07:00,15:00.0,1900,104352
2008,Ford,Edge,SE,suv,automatic,2fmdk36c58ba69500,tx,36,black,tan,texas direct auto,7350,8000,2015-06-03T03:20:00-07:00,20:00.0,650,100335
2008,Dodge,Ram Pickup 2500,SLT,quad cab,automatic,3d3ks28a88g224465,tx,43,white,gray,texas rv outlet superstore,23900,26400,2015-06-03T03:20:00-07:00,20:00.0,2500,76799
2008,Ford,Escape,XLT,suv,automatic,1fmcu031x8kb15643,az,35,silver,black,az luxury auto llc,4500,4800,2015-06-18T05:00:00-07:00,00:00.0,300,134499
2008,Ford,F-350 Super Duty,Lariat,crew cab,automatic,1ftww31r88eb69625,tx,21,black,brown,westlake financial services,7875,8200,2015-06-09T03:30:00-07:00,30:00.0,325,287693
2008,Ford,Expedition EL,XLT,suv,,1fmfk15538la59077,nv,33,black,black,honda west,5925,6500,2015-06-05T04:45:00-07:00,45:00.0,575,197364
2008,Dodge,Ram Pickup 1500,Laramie,quad cab,automatic,1d7hu18268s535262,nc,35,yellow,gray,santander consumer,13750,15900,2015-06-15T02:30:00-07:00,30:00.0,2150,87478
2008,Ford,Escape,XLT,suv,automatic,1fmcu03108kb76211,az,39,white,beige,az luxury auto llc,3800,5100,2015-06-04T05:00:00-07:00,00:00.0,1300,157867
2008,Ford,F-250 Super Duty,Lariat,crew cab,automatic,1ftsw21rx8ec25850,tx,44,beige,tan,hopper motorplex inc,13950,15200,2015-06-05T04:00:00-07:00,00:00.0,1250,182489
2008,GMC,Acadia,SLT-1,suv,automatic,1gker23718j128256,tx,38,black,gray,texas direct auto,10950,11200,2015-06-03T03:20:00-07:00,20:00.0,250,99866
2014,Chevrolet,Cruze,1LT,sedan,,1g1pc5sb9e7415844,pa,4,white,gray,gm remarketing,11900,12800,2015-06-12T02:00:00-07:00,00:00.0,900,27021
2008,Honda,Ridgeline,RTL,crew cab,automatic,2hjyk16528h003815,wa,41,white,black,hinton chevrolet buick inc,11300,13100,2015-06-03T05:30:00-07:00,30:00.0,1800,134543
2008,Hyundai,Santa Fe,GLS,suv,,5nmsg73d98h175340,co,37,blue,tan,justus motors company inc,8100,9900,2015-06-03T04:45:00-07:00,45:00.0,1800,71084
2008,GMC,Yukon,SLE,suv,automatic,1gkfc13jx8r232130,tx,39,black,beige,pro financial inc,16200,18900,2015-06-03T03:20:00-07:00,20:00.0,2700,103143
2008,Honda,CR-V,EX-L,suv,automatic,jhlre38748c028084,ca,33,black,black,b & j car company,10100,10300,2015-06-03T05:30:00-07:00,30:00.0,200,106619
2008,Lexus,GX 470,Base,suv,automatic,jtjbt20x380165106,nj,47,white,tan,highline motor cars corp,17600,17700,2015-06-03T02:30:00-07:00,30:00.0,100,112864
2008,Jeep,Commander,Sport,suv,automatic,1j8hh48k08c155515,nv,47,black,black,jpmorgan chase bank n.a.,8475,8500,2015-06-12T05:00:00-07:00,00:00.0,25,101500
2008,Jeep,Grand Cherokee,Laredo,suv,automatic,1j8gs48k98c179115,ca,39,gray,gray,high bid trading co inc,8075,9250,2015-06-03T05:15:00-07:00,15:00.0,1175,98001
2008,Infiniti,QX56,Base,suv,automatic,5n3aa08c38n913014,il,4,black,gray,bank of america,21000,21700,2015-06-11T03:00:00-07:00,00:00.0,700,64937
2008,Mercedes-Benz,C-Class,C350 Sport,sedan,automatic,wddgf56x58r021356,ca,33,gray,black,mercedes benz of ontario,9725,10000,2015-06-03T05:15:00-07:00,15:00.0,275,146233
2008,Mercedes-Benz,E-Class,E350,sedan,automatic,wdbuf56x48b255637,az,37,silver,black,plaza auto center inc,9950,10500,2015-06-04T05:30:00-07:00,30:00.0,550,104803
2008,Mazda,Mazda3,i Touring,sedan,automatic,jm1bk12f281157481,tx,22,black,black,westlake financial services,3350,4600,2015-06-09T03:30:00-07:00,30:00.0,1250,119752
2008,MINI,Cooper,S,hatchback,manual,wmwmf73548tt92715,mo,36,blue,black,hendrick chevrolet shawnee mission,6825,7400,2015-06-03T03:30:00-07:00,30:00.0,575,92162
2008,Saturn,Astra,XE,hatchback,manual,w08ar671x85065554,tx,36,silver,black,brunson auto sales,3175,3300,2015-06-03T03:20:00-07:00,20:00.0,125,95741
2008,Saturn,Sky,Base,convertible,automatic,1g8mc35b98y119175,nc,35,red,gray,santander consumer,8225,9200,2015-06-08T02:30:00-07:00,30:00.0,975,67640
2008,Saturn,Aura,XE,sedan,automatic,1g8zs57n48f138529,tx,4,red,beige,westlake financial services,5025,8400,2015-06-09T03:30:00-07:00,30:00.0,3375,57817
2008,Nissan,Versa,1.8 S,hatchback,automatic,3n1bc13e78l351941,tx,26,silver,black,westlake financial services,4775,4900,2015-06-09T03:30:00-07:00,30:00.0,125,81734
2008,Nissan,Versa,1.8 SL,hatchback,automatic,3n1bc13e68l423910,nc,21,blue,â€”,santander consumer,2375,2400,2015-06-08T02:30:00-07:00,30:00.0,25,185852
2008,Saab,3-Sep,2.0T,sedan,automatic,ys3fb49y681006842,wa,39,black,â€”,robert larson's hyundai,5500,6200,2015-06-03T07:10:00-07:00,10:00.0,700,87627
2008,Nissan,Sentra,2,sedan,automatic,3n1ab61e48l728501,tx,33,silver,gray,wichita falls ford lin inc,4500,5300,2015-06-03T03:00:00-07:00,00:00.0,800,99374
2008,Toyota,Tundra,SR5,double cab,automatic,5tfrv54158x038822,tx,39,blue,beige,westlake financial services,15300,16100,2015-06-09T03:30:00-07:00,30:00.0,800,81864
2008,Volvo,S80,3.2,sedan,automatic,yv1as982481072540,nc,3,silver,gray,santander consumer,6500,8100,2015-06-08T02:30:00-07:00,30:00.0,1600,98951
2008,Toyota,RAV4,Sport,suv,automatic,jtmzd32vx86071589,ca,39,gray,black,south coast toyota,5925,7200,2015-06-03T05:30:00-07:00,30:00.0,1275,175549
2008,Toyota,Highlander,Base,suv,automatic,jteds41a882001905,ga,22,black,tan,rainbow motors,8275,9500,2015-06-04T02:30:00-07:00,30:00.0,1225,179948
2007,Acura,TL,Base,sedan,automatic,19uua66217a025392,wa,35,white,black,toyota of renton,7750,9500,2015-06-03T06:20:00-07:00,20:00.0,1750,138901
