YEAR,MAKE,MODEL,TRIM,BODY,TRANSMISSION,VIN,STATE,CONDITION,COLOR,INTERIOR,SELLER,MMR,SELLINGPRICE,SALEDATE,SALE_DATE,PROFIT,ODOMETER
2005,Mitsubishi,Galant,ES,sedan,automatic,4a3ab36f75e066354,mn,29,silver,black,onemain rem/us auto fleet group,1975,3100,2015-06-03T03:30:00-07:00,30:00.0,1125,130422
2005,Mercury,Grand Marquis,GS,sedan,automatic,2mefm74w45x611338,fl,24,white,tan,regional acceptance corporation / greenville,3950,4100,2015-06-02T09:00:00-07:00,00:00.0,150,84204
2005,Mazda,Tribute,s,suv,automatic,4f2cz06115km48407,tx,29,red,black,fairway ford henderson,3550,4600,2015-06-03T03:00:00-07:00,00:00.0,1050,91127
2005,Mercedes-Benz,C-Class,C230 Kompressor,sedan,automatic,wdbrf40j45a766898,tx,31,silver,black,supreme fcu,5225,5500,2015-06-03T03:20:00-07:00,20:00.0,275,109433
2005,Mercedes-Benz,E-Class,E320,sedan,automatic,wdbuf65j75a713465,ca,24,black,black,aaero sweet corporation,5800,6200,2015-06-03T04:30:00-07:00,30:00.0,400,155021
2014,Chevrolet,Sonic,LT,sedan,automatic,1g1jc5sh9e4230186,il,4,silver,gray,gm remarketing,10300,10800,2015-06-11T04:00:00-07:00,00:00.0,500,16638
2014,Chevrolet,Malibu,LS Fleet,sedan,automatic,1g11a5sl5eu169008,il,4,white,gray,gm remarketing,12950,14000,2015-06-11T04:00:00-07:00,00:00.0,1050,27458
2014,Chevrolet,Impala Limited,LT Fleet,sedan,automatic,2g1wb5e38e1178814,il,4,silver,black,gm remarketing,13300,13600,2015-06-11T04:00:00-07:00,00:00.0,300,27509
2014,Chevrolet,Impala Limited,LTZ Fleet,sedan,automatic,2g1wc5e31e1170048,il,4,white,gray,gm remarketing,14350,15700,2015-06-11T04:00:00-07:00,00:00.0,1350,28193
2014,Chevrolet,Impala Limited,LT Fleet,sedan,automatic,2g1wb5e36e1180397,ne,46,gray,gray,galyen leasing inc,14200,15100,2015-06-04T04:00:00-07:00,00:00.0,900,8923
2014,Chevrolet,Sonic,LT,hatchback,automatic,1g1jc6sh5e4112609,mo,38,brown,black,avis corporation,9200,9800,2015-06-10T03:30:00-07:00,30:00.0,600,37573
2014,Chevrolet,Impala Limited,LTZ Fleet,sedan,automatic,2g1wc5e38e1174937,il,4,white,black,gm remarketing,15550,16400,2015-06-11T04:00:00-07:00,00:00.0,850,11750
2005,Nissan,Titan,XE,king cab,automatic,1n6ba06a25n545369,ca,22,white,gray,the car store,6725,7500,2015-06-03T05:00:00-07:00,00:00.0,775,70351
2005,Nissan,Titan,LE,king cab,automatic,1n6aa06bx5n525973,tn,34,white,beige,dt inventory,9750,10800,2015-06-02T03:30:00-07:00,30:00.0,1050,109696
2005,Nissan,Pathfinder,LE,suv,automatic,5n1ar18w75c743149,oh,26,red,black,dt inventory,5800,5900,2015-06-11T02:00:00-07:00,00:00.0,100,146021
2005,Nissan,Maxima,3.5 SL,sedan,automatic,1n4ba41e65c863730,nc,25,silver,black,manheim statesville,4025,4100,2015-06-02T02:15:00-07:00,15:00.0,75,107108
2005,Nissan,Murano,SE,suv,automatic,jn8az08wx5w418741,oh,22,blue,black,sullivan auto group llc,5975,7500,2015-06-11T03:30:00-07:00,30:00.0,1525,105208
2005,Toyota,Avalon,Touring,sedan,automatic,4t1bk36b65u047025,nc,29,black,beige,hendrick motors of charlotte,5325,8000,2015-06-03T07:00:00-07:00,00:00.0,2675,99629
2005,Toyota,Camry,LE V6,sedan,automatic,4t1bf32k85u103878,ga,19,blue,gray,atlanta dealer trades inc,6850,7100,2015-06-02T02:30:00-07:00,30:00.0,250,66795
2005,Volkswagen,New Beetle,GLS 1.8T,convertible,automatic,3vwcd31y65m353934,ga,31,gray,gray,cameron motor sports,3800,5500,2015-06-04T03:00:00-07:00,00:00.0,1700,74318
2005,Toyota,Highlander,V6,suv,,jteep21a750085104,oh,37,blue,gray,sullivan auto group llc,7075,8200,2015-06-04T03:30:00-07:00,30:00.0,1125,100916
2005,Toyota,Avalon,XLS,sedan,automatic,4t1bk36b15u032495,ca,35,gray,tan,skyhigh remarketing inc,6500,8750,2015-06-03T05:00:00-07:00,00:00.0,2250,97348
2004,Acura,TL,3.2,sedan,automatic,19uua66274a065584,nc,21,red,tan,fred anderson toyota/scion,3100,3200,2015-06-02T03:00:00-07:00,00:00.0,100,199065
2005,Toyota,Camry,LE V6,sedan,,4t1bf30k55u607341,ma,27,silver,gray,boch new to you superstore,6950,7000,2015-06-02T02:30:00-07:00,30:00.0,50,86633
2005,Toyota,Avalon,Touring,sedan,automatic,4t1bk36b95u049352,tx,25,burgundy,tan,supreme fcu,5375,6800,2015-06-03T03:20:00-07:00,20:00.0,1425,97849
2004,BMW,5 Series,525i,sedan,automatic,wbana53544b175544,tx,33,brown,black,improved credit lending,3625,3900,2015-06-03T03:20:00-07:00,20:00.0,275,156095
2004,Audi,A6,3,sedan,automatic,waujt64b34n041948,ca,25,gray,black,mckenna volkswagen,1925,2500,2015-06-03T05:30:00-07:00,30:00.0,575,103578
2004,Chevrolet,Silverado 2500HD,LS,crew cab,automatic,1gchk23104f162436,ga,31,white,gray,young motors llc,13350,17000,2015-06-02T02:30:00-07:00,30:00.0,3650,165879
2004,BMW,5 Series,545i,sedan,automatic,wbanb33544b111103,wa,22,white,gray,lexus of seattle llc,4975,6500,2015-06-03T05:30:00-07:00,30:00.0,1525,129144
2004,Cadillac,Escalade,Base,suv,automatic,1gyec63t94r102155,ga,29,â€”,beige,kern automotive group inc,6800,8900,2015-06-02T02:30:00-07:00,30:00.0,2100,116400
2004,Chevrolet,Malibu Maxx,LS,hatchback,automatic,1g1zt628x4f190986,ga,33,white,gray,carl black chevrolet buick gmc,3300,3900,2015-06-09T02:30:00-07:00,30:00.0,600,84979
2004,,,,,automatic,2c4gm68484r546988,fl,19,blue,beige,dt credit corporation,2850,3600,2015-06-03T08:25:00-07:00,25:00.0,750,94608
2004,Chevrolet,Tahoe,LS,suv,automatic,1gnek13z44r303906,md,25,black,gray,belair road discount auto sales,5575,5600,2015-06-02T02:30:00-07:00,30:00.0,25,153694
2004,Ford,F-150,XLT,supercab,automatic,1ftpx14504nb70096,oh,19,gray,gray,dt inventory,5900,5900,2015-06-11T02:00:00-07:00,00:00.0,0,139302
2004,,,,,automatic,1fmyu93104da11204,oh,36,black,beige,dt inventory,2425,2600,2015-06-04T02:00:00-07:00,00:00.0,175,139801
2004,Ford,Focus,ZX3,hatchback,manual,3fafp31354r127211,oh,36,black,gray,car now acceptance co/columbus,1600,2600,2015-06-04T02:00:00-07:00,00:00.0,1000,122640
2004,Ford,Explorer,XLS,SUV,automatic,1fmdu72k54ua42462,ma,37,red,tan,clay nissan,2225,2600,2015-06-02T03:00:00-07:00,00:00.0,375,113725
2004,,,,,,1fmzu73e74za91860,nj,22,black,gray,crestwood motors inc,2850,4300,2015-06-02T02:25:00-07:00,25:00.0,1450,102080
2004,Ford,F-150,Lariat,supercrew,automatic,1ftpw12524kc67758,ca,2,red,beige,m l sim,8900,11200,2015-06-02T05:30:00-07:00,30:00.0,2300,99293
2004,Ford,Focus,ZTS,sedan,manual,1fafp38z44w133590,mi,48,black,gray,kevins marysville auto sales inc,2200,3900,2015-06-04T02:30:00-07:00,30:00.0,1700,87392
2004,GMC,Envoy,SLE,suv,automatic,1gkds13s842387328,tx,26,black,gray,fairway ford henderson,3525,4200,2015-06-03T03:00:00-07:00,00:00.0,675,134990
2004,Hyundai,Elantra,GLS,sedan,automatic,kmhdn46d34u800516,ma,21,silver,gray,clay chevrolet hyundai,1900,2200,2015-06-02T03:00:00-07:00,00:00.0,300,87479
2004,Honda,Accord,EX V-6,sedan,automatic,1hgcm66594a030560,mo,25,black,beige,primeritus remarketing/gateway affordable motors,5125,5400,2015-06-02T04:00:00-07:00,00:00.0,275,97788
2004,Honda,Civic,EX,coupe,automatic,1hgem22934l013252,nj,19,blue,beige,j & s auto haus,3275,3900,2015-06-03T02:00:00-07:00,00:00.0,625,100228
2004,Honda,Odyssey,EX-L,minivan,automatic,5fnrl18984b072207,oh,27,gray,gray,credit acceptance corp/vrs/southfield,1450,1650,2015-06-04T02:00:00-07:00,00:00.0,200,255284
2004,GMC,Envoy XL,SLT,suv,automatic,1gket16sx46123825,oh,2,gray,gray,credit acceptance corp/vrs/southfield,3200,4000,2015-06-04T02:00:00-07:00,00:00.0,800,152970
2004,Ford,Freestar,S,minivan,automatic,2fmza50674ba02740,oh,25,blue,gray,car now acceptance co/columbus,1225,1900,2015-06-04T02:00:00-07:00,00:00.0,675,110345
2004,Ford,Mustang,Premium,convertible,automatic,1fafp44604f192847,oh,28,red,gray,credit acceptance corp/vrs/southfield,2700,2900,2015-06-04T02:00:00-07:00,00:00.0,200,132593
2004,Honda,CR-V,EX,suv,automatic,jhlrd78814c014012,mo,23,black,black,ed napleton honda,5400,6400,2015-06-02T04:00:00-07:00,00:00.0,1000,116855
2004,Honda,Accord,EX V-6,sedan,automatic,1hgcm66594a076745,ca,24,gray,black,honda of oakland,4475,5200,2015-06-03T05:30:00-07:00,30:00.0,725,129728
2004,Honda,Civic,LX,sedan,automatic,2hges16514h582363,ca,29,gray,gray,chaser inc,3175,4250,2015-06-03T05:30:00-07:00,30:00.0,1075,109767
2004,Lexus,RX 330,Base,suv,automatic,jtjga31u940016764,ca,28,gray,black,buyers auto sales,6775,6800,2015-06-03T05:30:00-07:00,30:00.0,25,218978
2004,Lexus,RX 330,Base,suv,automatic,2t2ga31u34c017445,ga,27,beige,beige,carworks inc,6900,8200,2015-06-04T03:00:00-07:00,00:00.0,1300,210130
2004,Jeep,Liberty,Sport,suv,automatic,1j4gl48k64w178303,oh,37,green,black,dt credit corporation,4050,5200,2015-06-04T02:00:00-07:00,00:00.0,1150,94736
2004,Jeep,Liberty,Sport,suv,manual,1j4gl48k74w258306,oh,25,red,black,car now acceptance co/columbus,3225,3300,2015-06-11T02:00:00-07:00,00:00.0,75,126814
2004,Nissan,Murano,SL,suv,automatic,jn8az08t04w217242,ca,29,brown,tan,first credit finance,3550,3600,2015-06-03T05:30:00-07:00,30:00.0,50,143747
2004,Nissan,Titan,LE,crew cab,automatic,1n6aa07a94n568690,ma,24,silver,black,clay nissan,7400,7500,2015-06-02T03:00:00-07:00,00:00.0,100,117043
2004,,,,,automatic,jn1az34e64m155400,fl,27,white,gray,go financial,7000,7000,2015-06-03T08:25:00-07:00,25:00.0,0,128128
2004,Mazda,Tribute,ES-V6,suv,,4f2cz06124km19531,ma,39,silver,gray,boch new to you superstore,4875,6600,2015-06-02T02:30:00-07:00,30:00.0,1725,63056
2004,Nissan,Maxima,3.5 SL,sedan,automatic,1n4ba41e14c925307,ma,19,gray,black,clay nissan of newton inc.,2825,2900,2015-06-02T03:00:00-07:00,00:00.0,75,125815
2004,Mercury,Grand Marquis,GS,sedan,,2mefm74wx4x600410,ca,25,white,gray,symbolic motor cars,3425,4300,2015-06-02T05:30:00-07:00,30:00.0,875,37397
2004,Mazda,MPV,LX,minivan,automatic,jm3lw28j240523411,wi,19,blue,beige,arlington hgts chry dod jeep,2075,2300,2015-06-03T03:00:00-07:00,00:00.0,225,121856
2004,Pontiac,Bonneville,GXP,sedan,automatic,1g2hz54yx4u255294,ga,19,white,beige,gwinnett place honda,3075,4000,2015-06-02T06:00:00-07:00,00:00.0,925,150990
2004,Saturn,VUE,Base,suv,automatic,5gzcz63494s854756,wa,2,red,gray,toyota of kirkland,2125,3900,2015-06-03T06:20:00-07:00,20:00.0,1775,131780
2004,Saab,3-Sep,Linear,sedan,automatic,ys3fb49sx41046881,md,33,gold,gray,carbiz,1500,1950,2015-06-02T02:30:00-07:00,30:00.0,450,143743
2004,Toyota,Highlander,Base,suv,automatic,jtedd21a940098696,ga,25,gray,gray,carworks inc,4900,6500,2015-06-04T03:00:00-07:00,00:00.0,1600,187056
2004,Saturn,VUE,Base,suv,automatic,5gzcz53454s883309,ga,28,green,beige,kern automotive group inc,1625,2500,2015-06-02T02:30:00-07:00,30:00.0,875,151332
2004,Toyota,4Runner,Sport Edition,suv,automatic,jtebu14r740022543,wa,34,gray,beige,lexus of bellevue,5150,8000,2015-06-03T06:20:00-07:00,20:00.0,2850,189554
2004,Volkswagen,Passat,GLS 1.8T 4Motion,sedan,automatic,wvwpd63b54e077135,ma,2,gray,black,clay subaru,150,300,2015-06-02T03:00:00-07:00,00:00.0,150,247571
2003,Audi,TT,180hp,coupe,automatic,trusc28n331011879,fl,33,gray,black,american bank auto liquidators,3450,4500,2015-06-09T02:30:00-07:00,30:00.0,1050,106966
2003,BMW,3 Series,330xi,sedan,automatic,wbaew53463pn30157,ma,22,white,gray,boch honda west,3650,4700,2015-06-02T02:30:00-07:00,30:00.0,1050,140755
2004,Volvo,XC90,2.5T,suv,automatic,yv1cz59h541084383,nc,35,silver,beige,hendrick chevrolet cadillac,3500,5700,2015-06-03T07:00:00-07:00,00:00.0,2200,136693
2014,Chevrolet,Traverse,LTZ,suv,automatic,1gnkvjkd3ej354524,il,5,black,black,gm remarketing,32200,32200,2015-06-11T04:00:00-07:00,00:00.0,0,27703
2014,Chrysler,200,LX,sedan,automatic,1c3ccbab9en238461,mo,35,black,black,avis corporation,10600,10600,2015-06-03T03:30:00-07:00,30:00.0,0,35314
2014,Chrysler,200,LX,sedan,automatic,1c3ccbab6en146840,az,41,burgundy,black,enterprise veh exchange/rental,10350,10500,2015-06-11T05:00:00-07:00,00:00.0,150,36918
2014,Chevrolet,Tahoe,LTZ,suv,automatic,1gnskce04er207157,mo,38,black,black,avis corporation,42100,42100,2015-06-09T04:00:00-07:00,00:00.0,0,34359
2014,Chrysler,200,LX,sedan,automatic,1c3ccbab7en207659,il,38,black,black,ec sales llc,10500,10800,2015-06-04T03:00:00-07:00,00:00.0,300,36591
2014,Chevrolet,Traverse,LT,suv,automatic,1gnkvhkd9ej244098,il,4,gray,gray,gm remarketing,26600,28600,2015-06-11T04:00:00-07:00,00:00.0,2000,21530
2014,Chevrolet,Traverse,LT,suv,automatic,1gnkvgkd8ej372049,il,4,white,gray,gm remarketing,26500,26900,2015-06-11T04:00:00-07:00,00:00.0,400,21879
2014,Chevrolet,Traverse,LT,suv,automatic,1gnkrhkd2ej239202,tx,43,gray,gray,lease plan usa,19700,20800,2015-06-30T07:45:00-07:00,45:00.0,1100,54750
2014,Chevrolet,Traverse,LS,suv,automatic,1gnkrfed6ej226937,nc,45,white,gray,lease plan usa,17350,17900,2015-06-02T02:15:00-07:00,15:00.0,550,51222
2014,Chevrolet,Traverse,LS,suv,automatic,1gnkvfed4ej229363,sc,47,white,gray,lease plan usa,18600,18600,2015-06-04T02:30:00-07:00,30:00.0,0,52145
2014,Chevrolet,Traverse,LTZ,suv,automatic,1gnkvjkd8ej349173,il,4,black,black,gm remarketing,32200,32300,2015-06-11T04:00:00-07:00,00:00.0,100,27833
2014,Chrysler,200,LX,sedan,automatic,1c3ccbab5en230633,az,44,white,black,enterprise veh exchange/rental,11100,11100,2015-06-04T05:00:00-07:00,00:00.0,0,27181
2014,Chrysler,300,Base,sedan,automatic,2c3ccaag7eh286717,tx,42,black,black,mid city mcandrew motors,20900,21400,2015-06-04T04:00:00-07:00,00:00.0,500,4328
2014,Chevrolet,Traverse,LS,suv,automatic,1gnkrfed5ej226296,nc,35,gray,gray,lease plan usa,17100,17300,2015-06-16T02:15:00-07:00,15:00.0,200,52006
2003,Chevrolet,Tahoe,LS,suv,automatic,1gnek13zx3r104504,tx,19,black,tan,pm standley motorcars,3850,4400,2015-06-03T03:20:00-07:00,20:00.0,550,185373
2003,,,,,automatic,2d4gp44363r115849,tx,25,green,gray,huffines chrysler jeep dodge lewisville,1475,2000,2015-06-04T04:00:00-07:00,00:00.0,525,113118
2003,Chevrolet,Impala,LS,sedan,automatic,2g1wh52k439273704,ga,28,purple,tan,us auto sales inc,1325,1700,2015-06-02T06:00:00-07:00,00:00.0,375,171292
2003,Dodge,Neon,SXT,sedan,automatic,1b3es56c33d236087,pa,27,silver,black,spitzer toyota scion,1275,1650,2015-06-03T05:00:00-07:00,00:00.0,375,39146
2003,Chevrolet,Suburban,1500 LS,suv,automatic,1gnfk16z13r281782,nc,37,silver,gray,nicks motor cars,5025,6200,2015-06-02T03:00:00-07:00,00:00.0,1175,107618
2003,,,,,automatic,2c4gp443x3r286102,ga,22,blue,gray,gwinnett place honda,975,1600,2015-06-02T06:00:00-07:00,00:00.0,625,176660
2003,Ford,Focus,SE,sedan,automatic,1fafp34p63w336970,oh,19,brown,tan,car now acceptance co/columbus,1900,2100,2015-06-04T02:00:00-07:00,00:00.0,200,111121
2003,Ford,F-350 Super Duty,XLT,crew cab,automatic,1ftsw31p83eb49381,tx,19,red,â€”,fairway ford henderson,4200,5700,2015-06-03T03:00:00-07:00,00:00.0,1500,270470
2003,Honda,Element,EX,suv,automatic,5j6yh285x3l031731,ca,2,orange,gray,honda of serramonte,4525,6000,2015-06-03T05:30:00-07:00,30:00.0,1475,115885
2003,Hyundai,Tiburon,GT,hatchback,automatic,kmhhn65f23u038701,ca,23,blue,black,onemain rem/m&m auto traders,1450,2200,2015-06-03T05:05:00-07:00,05:00.0,750,124350
2003,Honda,Odyssey,EX-L,minivan,automatic,5fnrl180x3b143228,ca,19,blue,gray,acura of riverside,675,1300,2015-06-02T05:30:00-07:00,30:00.0,625,248175
2003,Infiniti,FX35,Base,suv,automatic,jnras08w73x200120,ca,26,brown,brown,guard auto sales,8125,8800,2015-06-03T05:30:00-07:00,30:00.0,675,120930
2003,Hyundai,Santa Fe,GLS,suv,automatic,km8sc73d03u458976,oh,19,silver,gray,credit acceptance corp/vrs/southfield,1125,1150,2015-06-04T02:00:00-07:00,00:00.0,25,170390
2003,Lexus,ES 300,Base,sedan,automatic,jthbf30g036010436,ga,26,blue,tan,atlanta dealer trades inc,5200,6000,2015-06-02T02:30:00-07:00,30:00.0,800,104915
2003,Mitsubishi,Outlander,XLS,suv,automatic,ja4lx41g53u053375,ca,45,white,black,mckenna audi/mckenna bmw,1725,2600,2015-06-03T05:30:00-07:00,30:00.0,875,158975
2003,,,,,automatic,jf1sg63683h756078,ca,28,silver,gray,california auto exchange,2475,3200,2015-06-03T05:30:00-07:00,30:00.0,725,144895
2003,Pontiac,Grand Am,GT,coupe,automatic,1g2nw12e83c150948,oh,19,silver,gray,car now acceptance co/columbus,1525,2400,2015-06-04T02:00:00-07:00,00:00.0,875,128868
2003,Pontiac,Grand Am,GT,sedan,automatic,1g2nw52e93m648321,oh,25,silver,gray,car now acceptance co/columbus,1650,2900,2015-06-11T02:00:00-07:00,00:00.0,1250,93088
2003,Toyota,4Runner,SR5,suv,automatic,jtebu14r030008031,fl,27,silver,gray,onemain rem/nationwide remarketing,5100,5800,2015-06-02T09:00:00-07:00,00:00.0,700,166321
2003,Nissan,Altima,2.5 SL,sedan,automatic,1n4al11d33c351366,ga,22,burgundy,beige,nalley toyota stonecrest,1075,1200,2015-06-02T06:00:00-07:00,00:00.0,125,211186
2003,Saturn,VUE,Base,suv,automatic,5gzcz53b73s872891,ca,42,black,gray,mercedes benz of pleasanton,1175,2100,2015-06-03T05:30:00-07:00,30:00.0,925,167405
2002,BMW,3 Series,325Ci,coupe,manual,wbabn33452jw52360,nj,24,silver,black,car cash,2075,2700,2015-06-02T03:15:00-07:00,15:00.0,625,157844
2003,Volvo,S40,Base,sedan,automatic,yv1vs27533f971812,fl,28,white,white,cannon cadillac of lakeland,575,600,2015-06-03T02:40:00-07:00,40:00.0,25,203707
2002,Acura,RL,3.5,sedan,automatic,jh4ka96562c011002,md,36,white,beige,carbiz,2900,3000,2015-06-02T02:30:00-07:00,30:00.0,100,157230
2002,Audi,TT,180hp quattro,coupe,manual,truwx28nx21008000,az,28,black,black,pacific funding,4475,5400,2015-06-11T05:00:00-07:00,00:00.0,925,93340
2002,Chevrolet,Blazer,LS,suv,automatic,1gndt13w82k222167,oh,19,blue,gray,dt inventory,625,750,2015-06-11T02:00:00-07:00,00:00.0,125,187705
2002,Chrysler,PT Cruiser,Base,wagon,manual,3c4fy48b22t350185,oh,24,blue,gray,car now acceptance co/columbus,1275,2100,2015-06-04T02:00:00-07:00,00:00.0,825,74290
2002,Chevrolet,Prizm,Base,sedan,automatic,1y1sk52882z418514,in,25,silver,gray,peoples auto credit inc,1075,1900,2015-06-03T06:15:00-07:00,15:00.0,825,128927
2002,Chevrolet,TrailBlazer,LT,suv,automatic,1gnds13s922339935,ca,24,red,gray,skyhigh remarketing inc,1500,1900,2015-06-03T05:30:00-07:00,30:00.0,400,209607
2002,Ford,Focus,ZX3,hatchback,automatic,3fafp31382r236713,ca,29,white,gray,mckenna audi/mckenna bmw,800,1200,2015-06-03T05:30:00-07:00,30:00.0,400,164341
2002,Jeep,Liberty,Limited,suv,automatic,1j4gk58k52w354909,ga,19,red,beige,davis automotive,1775,2900,2015-06-02T06:00:00-07:00,00:00.0,1125,172538
2002,Honda,Odyssey,LX,minivan,automatic,5fnrl18532b042543,ca,28,gray,gray,s/s auto wholesale,1475,2100,2015-06-03T05:30:00-07:00,30:00.0,625,195535
2002,Mercedes-Benz,C-Class,C240,sedan,automatic,wdbrf61j32f230775,la,1,black,beige,pra recievables management llc,1600,1800,2015-06-03T04:00:00-07:00,00:00.0,200,215294
2002,Lexus,RX 300,Base,suv,automatic,jtjhf10u220236773,fl,32,gold,beige,dab auto world & leasing,4150,4300,2015-06-02T09:00:00-07:00,00:00.0,150,163832
2002,Honda,Odyssey,EX-L,minivan,automatic,5fnrl18032b018814,ga,35,gray,gray,nextgear capital,1100,1200,2015-06-02T06:10:00-07:00,10:00.0,100,212142
2002,Lexus,RX 300,Base,suv,,jtjgf10u320127959,fl,34,gold,beige,onemain rem/lb auto trading llc,5850,6500,2015-06-02T09:00:00-07:00,00:00.0,650,85868
2002,Toyota,Camry,LE,sedan,automatic,4t1be32k42u031558,ga,35,gold,tan,crown nissan greenville,1825,2900,2015-06-02T06:00:00-07:00,00:00.0,1075,247920
2002,Toyota,Highlander,Limited,suv,automatic,jtehf21a220052605,ga,25,beige,beige,royal auto sales,5150,7600,2015-06-02T02:30:00-07:00,30:00.0,2450,131939
2002,Toyota,Highlander,Base,suv,automatic,jtegd21a820042324,tx,29,gold,â€”,brunson auto sales,3825,8600,2015-06-03T03:20:00-07:00,20:00.0,4775,204245
2002,Pontiac,Grand Prix,SE,sedan,automatic,1g2wk52j82f177178,oh,19,turquoise,blue,pat o'brien chevrolet,825,950,2015-06-02T02:30:00-07:00,30:00.0,125,90837
2002,Saturn,S-Series,SL1,sedan,automatic,1g8zh52872z194423,oh,25,black,gray,pat obrien chevrolet south,1025,1200,2015-06-02T02:30:00-07:00,30:00.0,175,129391
2002,Toyota,Camry,LE,sedan,automatic,4t1be32k42u609139,ga,26,silver,â€”,tdaf remarketing,2900,3000,2015-06-02T05:30:00-07:00,30:00.0,100,128029
2002,Toyota,Highlander,Base,suv,automatic,jtehf21a320085421,ma,32,beige,tan,boch new to you superstore,5300,6500,2015-06-02T02:30:00-07:00,30:00.0,1200,87012
2002,Toyota,Camry,LE,sedan,,4t1be32k92u503169,md,34,blue,tan,ourisman of clarksville inc,3075,3900,2015-06-02T02:30:00-07:00,30:00.0,825,109698
2002,Toyota,Camry,LE,sedan,,4t1be32k52u512032,ma,19,silver,gray,boch new to you superstore,3075,3300,2015-06-02T02:30:00-07:00,30:00.0,225,109037
2014,Chrysler,300,S,sedan,automatic,2c3ccagg9eh377155,nv,44,black,black,budget rent a car/salt lake city,25400,25900,2015-06-05T05:00:00-07:00,00:00.0,500,24305
2014,Chrysler,300,Base,sedan,automatic,2c3ccarg3eh232836,mo,42,black,black,c & j rental,22100,22100,2015-06-02T04:00:00-07:00,00:00.0,0,17421
2001,Chrysler,Town and Country,EX,minivan,automatic,2c4gp74l41r381415,wi,19,blue,gray,ed napleton honda,1050,1050,2015-06-03T03:00:00-07:00,00:00.0,0,133756
2002,Volvo,S60,2.4,sedan,automatic,yv1rs61r222126637,fl,31,blue,gray,margate volvo,2200,2500,2015-06-05T02:35:00-07:00,35:00.0,300,81662
2001,BMW,Z3,3.0i,convertible,manual,wbacn53441lj59689,ca,27,silver,black,onemain remarketing services,5000,5000,2015-06-03T05:30:00-07:00,30:00.0,0,89207
2001,Ford,F-250 Super Duty,XLT,supercab,automatic,1ftnx21s91eb21255,oh,41,red,tan,r & r auto sales,4875,10500,2015-06-02T02:30:00-07:00,30:00.0,5625,69640
2001,Ford,Explorer Sport,Base,suv,automatic,1fmyu70e61uc02486,oh,24,blue,gray,car now acceptance co/columbus,950,1100,2015-06-11T02:00:00-07:00,00:00.0,150,142588
2001,Hyundai,Santa Fe,GL,suv,automatic,km8sb82bx1u060700,nj,19,black,gray,j & s auto haus,975,1250,2015-06-03T02:00:00-07:00,00:00.0,275,139366
2001,Nissan,Frontier,XE,king cab,manual,1n6dd26s71c345548,tx,11,silver,tan,d&m leasing,2650,3200,2015-06-03T03:15:00-07:00,15:00.0,550,154069
2001,Toyota,Highlander,V6,suv,automatic,jtegf21a310011328,tx,32,gold,beige,pm standley motorcars,4800,7000,2015-06-03T03:20:00-07:00,20:00.0,2200,158115
2000,Chevrolet,Blazer,LS,suv,automatic,1gncs18w2yk255553,ca,19,black,gray,symbolic motor cars,1200,1300,2015-06-02T05:00:00-07:00,00:00.0,100,134157
2001,Pontiac,Grand Am,SE,Coupe,automatic,1g2ne12t81c270201,mo,2,silver,black,napleton's mid rivers kia,700,800,2015-06-02T04:00:00-07:00,00:00.0,100,142815
2000,Ford,Mustang,Base,convertible,automatic,1fafp4441yf156279,ca,29,red,brown,east bay bmw,2300,3100,2015-06-03T05:30:00-07:00,30:00.0,800,91697
2000,GMC,Sonoma,SLS Sport,extended cab,manual,1gtcs1954y8230441,oh,19,black,black,dt inventory,1075,1250,2015-06-04T02:00:00-07:00,00:00.0,175,187928
2000,Jeep,Grand Cherokee,Laredo,suv,automatic,1j4gw48s3yc112158,mo,43,white,beige,napleton's mid river,1375,2300,2015-06-02T04:00:00-07:00,00:00.0,925,170449
2000,Honda,CR-V,LX,suv,automatic,jhlrd2844yc005052,ga,41,red,â€”,gwinnett place honda,1300,2000,2015-06-02T06:00:00-07:00,00:00.0,700,209005
2000,Volkswagen,Jetta,GLS,sedan,manual,3vwsa29m7ym049211,fl,33,gray,gray,misc marshalling-manheim central florida,900,1005,2015-06-02T09:00:00-07:00,00:00.0,105,152866
1999,Oldsmobile,Alero,GX,Sedan,automatic,1g3nk52txxc380025,mo,19,white,gray,napleton's mid river,475,550,2015-06-02T04:00:00-07:00,00:00.0,75,165522
1998,Ford,F-150,XL,extended cab,automatic,1ftzx17w5wkb46054,fl,21,burgundy,tan,onemain rem/nationwide remarketing,1450,2000,2015-06-03T02:30:00-07:00,30:00.0,550,158659
1998,Honda,Accord,EX V6,sedan,automatic,1hgcg1659wa061403,ga,19,silver,tan,gwinnett place honda,575,1000,2015-06-02T06:00:00-07:00,00:00.0,425,237865
1998,Nissan,Maxima,GLE,sedan,automatic,jn1ca21d2wt604229,ga,2,black,beige,capital auto auction,600,600,2015-06-04T05:30:00-07:00,30:00.0,0,185780
1997,Buick,LeSabre,Custom,sedan,automatic,1g4hp52k0vh505194,mo,25,white,gray,hendrick toyota merriam,900,1300,2015-06-03T03:30:00-07:00,30:00.0,400,103257
1998,Toyota,4Runner,Limited,suv,,jt3hn87rxw0132462,wa,21,white,tan,toyota of kirkland,1425,3600,2015-06-03T06:20:00-07:00,20:00.0,2175,252166
1998,,,,,automatic,4m2zv1112wdj21825,nj,19,blue,gray,holman automotive grp inc,600,800,2015-06-03T02:30:00-07:00,30:00.0,200,186454
